Assembly	contigs(>=0bp)	contigs(>=1000bp)	contigs(>=5000bp)	contigs(>=10000bp)	contigs(>=25000bp)	contigs(>=50000bp)	Totallength(>=0bp)	Totallength(>=1000bp)	Totallength(>=5000bp)	Totallength(>=10000bp)	Totallength(>=25000bp)	Totallength(>=50000bp)	contigs	Largestcontig	Totallength	Referencelength	GC(%)	ReferenceGC(%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	misassemblies	misassembledcontigs	Misassembledcontigslength	localmisassemblies	unalignedmis.contigs	unalignedcontigs	Unalignedlength	Genomefraction(%)	Duplicationratio	N'sper100kbp	mismatchesper100kbp	indelsper100kbp	Largestalignment	Totalalignedlength	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
r104-il_bin.0087	108	108	94	57	13	3	1452400	1452400	1404387	1123606	483375	161697	108	57322	1452400	2654045	49.65	48.75	16416	6781	10560	-	26	82	54	-	20	11	270201	20	4	9 + 30 part	245420	44.725	1.017	1.72	2040.13	143.47	34749	1202163	11803	-	4837	-	38	-	82	-
r104_bin.0021	107	107	93	57	13	3	1438552	1438552	1390345	1118597	483216	161608	107	57317	1438552	2654045	49.67	48.75	16415	6263	10554	-	25	83	54	-	15	8	211097	10	1	23 + 31 part	389219	38.991	1.014	0.00	2122.24	358.80	34754	1046677	10488	-	-	-	40	-	-	-
r9_bin.0079	30	30	28	27	20	11	2751062	2751062	2741245	2731323	2613159	2281134	30	592706	2751062	2654045	49.11	48.75	231061	231061	89678	105548	4	4	9	8	43	16	2312535	16	0	1 + 17 part	410496	83.478	1.056	0.00	1185.31	217.92	175849	2340532	69701	69701	16768	23582	11	11	31	27
ilmn_bin.0086	206	206	141	82	13	2	2168500	2168500	1953324	1529861	474460	117401	206	64634	2168500	2675174	59.93	59.58	14686	12000	9049	4415	46	65	93	153	13	13	264571	5	1	13 + 17 part	123414	75.781	1.009	0.00	114.98	9.52	55552	2039895	14165	11562	7605	2421	50	70	101	181
r103-il_bin.0012	18	18	15	14	12	10	2618611	2618611	2612454	2606771	2570082	2477737	18	649557	2618611	2675174	59.58	59.58	382367	382367	190985	187680	3	3	5	6	29	10	2463934	13	1	1 + 13 part	154710	91.623	1.005	0.00	97.22	23.21	301715	2463894	144481	144481	56504	56504	7	7	16	16
r103_bin.0042	14	14	14	14	13	10	2611271	2611271	2611271	2611271	2593874	2476471	14	649347	2611271	2675174	59.67	59.58	381820	381820	191004	187725	3	3	5	6	31	11	2487701	10	1	0 + 14 part	152971	90.539	1.015	0.00	99.54	53.26	301678	2458300	144472	144472	56422	56422	7	7	16	16
r104-il_bin.0040	24	24	20	20	16	11	2651385	2651385	2642098	2642098	2565341	2386305	24	631354	2651385	2675174	59.63	59.58	244104	244104	141415	141415	4	4	7	7	30	10	2280477	18	1	2 + 8 part	114452	93.176	1.018	0.08	96.40	18.09	233977	2536482	130184	130184	58266	58266	8	8	16	16
r104_bin.0026	25	25	21	20	16	11	2657685	2657685	2647876	2642177	2565447	2386407	25	631505	2657685	2675174	59.64	59.58	244124	244124	141420	141420	4	4	7	7	30	10	2280591	17	1	3 + 8 part	116499	93.326	1.018	0.00	102.14	21.83	233996	2540693	130187	130187	58266	58266	8	8	16	16
r9-il_bin.0158	23	23	19	17	15	10	2780973	2780973	2768182	2751505	2721735	2546775	23	577855	2780973	2675174	58.81	59.58	456746	456746	188385	188385	3	3	5	5	32	7	2288750	13	0	11 + 7 part	335568	91.025	1.004	0.11	89.98	17.41	300780	2444997	129814	133310	57275	67808	8	7	16	15
r9_bin.0024	19	19	16	15	13	10	2690324	2690324	2682422	2674310	2644541	2547156	19	577983	2690324	2675174	59.15	59.58	456806	456806	188376	188376	3	3	5	5	31	6	2100666	10	0	7 + 7 part	244617	91.037	1.004	0.00	96.70	40.20	300644	2443548	133231	133231	67824	67824	7	7	15	15
r103-il_bin.0061	53	53	53	46	27	16	2823980	2823980	2823980	2767620	2474725	2095209	53	363430	2823980	2249553	34.75	34.48	99097	145159	43332	94360	8	5	17	10	35	14	1723287	26	1	24 + 20 part	1071967	77.446	1.006	0.18	743.49	56.88	168835	1751585	23286	38752	7515	25	16	44
r103_bin.0104	59	59	56	46	30	16	2910544	2910544	2898423	2821256	2570891	2097640	59	363722	2910544	2249553	34.34	34.48	99352	145502	43461	94404	8	5	18	10	33	14	1725028	26	2	30 + 22 part	1184323	76.371	1.005	0.00	908.15	205.82	168980	1726144	20260	38664	7207	28	17	46
r9-il_bin.0192	62	62	60	54	35	18	3957018	3957018	3949616	3907016	3583784	3008055	62	611325	3957018	2249553	34.50	34.48	145748	287453	53381	160913	8	3	18	6	34	13	2163639	15	2	42 + 11 part	1923755	89.368	1.011	0.56	530.60	38.60	157463	2032252	7011	64887	25056	45	11	25
r9_bin.0040	22	22	22	22	18	14	2940551	2940551	2940551	2940551	2860860	2694649	22	611363	2940551	2249553	34.54	34.48	176653	287466	140753	160985	5	3	9	6	33	13	2186247	12	2	3 + 14 part	922793	88.339	1.015	0.00	423.50	63.81	157052	2017237	37945	64888	24198	18	11	25
r9-il_bin.0189	21	21	18	14	11	10	2565720	2565720	2554475	2526327	2478941	2448140	21	609319	2565720	2654683	39.08	39.10	338057	338057	241673	241673	3	3	5	5	2	2	382356	2	0	9 + 3 part	106015	92.387	1.003	1.21	107.72	56.35	609319	2459431	338057	338057	198417	101482	3	3	5	6
r9_bin.0097	27	27	23	15	11	10	2620395	2620395	2607333	2553065	2489235	2449413	27	609587	2620395	2654683	38.98	39.10	338286	338286	241787	241787	3	3	5	5	2	2	382581	0	0	15 + 4 part	161328	92.326	1.003	0.00	230.11	224.65	609587	2459042	338286	338286	101542	101542	3	3	6	6
r103-il_bin.0042	54	54	54	50	30	17	2467114	2467114	2467114	2436478	2077708	1571739	54	132786	2467114	2901912	44.43	44.63	78711	71523	42174	20891	13	16	24	35	3	2	170388	4	0	1 + 12 part	68502	82.195	1.006	1.95	112.86	46.33	132152	2396565	69303	49906	39795	19070	14	17	26	39
r9-il_bin.0180	4	4	3	3	3	3	2895663	2895663	2892302	2892302	2892302	2892302	4	2672889	2895663	2901912	44.65	44.63	2672889	2672889	2672889	2672889	1	1	1	1	1	1	2672889	1	0	0 + 0 part	0	99.787	1.000	1.48	47.07	9.22	2465828	2895557	2465828	2465828	2465828	2465828	1	1	1	1
r9_bin.0091	4	4	3	3	3	3	2895355	2895355	2891994	2891994	2891994	2891994	4	2672596	2895355	2901912	44.65	44.63	2672596	2672596	2672596	2672596	1	1	1	1	1	1	2672596	0	0	0 + 0 part	0	99.791	1.000	0.00	19.34	54.73	2465664	2895355	2465664	2465664	2465664	2465664	1	1	1	1
r9-il_bin.0055	47	47	44	35	26	19	2759096	2759096	2745994	2684128	2537994	2269991	47	234725	2759096	2838141	46.18	46.26	133925	123708	70510	66648	8	9	16	17	44	23	2067828	32	1	15 + 26 part	472682	79.252	1.017	1.85	701.47	114.53	223125	2285932	73775	72359	21276	14104	13	14	30	34
r9_bin.0000	31	31	31	29	25	19	2587026	2587026	2587026	2572463	2499650	2271248	31	234678	2587026	2838141	46.44	46.26	133990	123739	71072	66727	8	9	15	17	39	20	2011989	30	0	3 + 21 part	339612	77.891	1.017	0.00	653.56	209.44	223075	2246736	78538	72555	29472	14077	12	14	25	34
r9-il_bin.0002	55	55	54	50	37	20	3021642	3021642	3017737	2991073	2761141	2166369	55	188448	3021642	2684331	44.79	44.63	91171	114389	44295	64548	12	10	23	18	24	13	1028132	24	3	4 + 22 part	700087	85.335	1.013	2.68	321.35	147.86	163245	2320202	36328	43954	5512	20791	20	16	55	37
r9_bin.0039	64	64	62	56	39	21	3228645	3228645	3219895	3177462	2875630	2231471	64	188588	3228645	2684331	44.69	44.63	88290	114424	43649	64582	13	10	26	18	31	15	1141622	24	5	4 + 29 part	826240	87.481	1.023	0.00	377.47	314.96	163392	2400771	32994	43964	-	22981	23	16	-	37
ilmn_bin.0099	105	105	101	79	37	12	2698630	2698630	2683269	2521065	1807531	870258	105	101068	2698630	2985615	51.76	51.64	39733	34958	21838	16452	23	27	47	58	6	6	129777	29	0	0 + 0 part	0	90.238	1.002	0.00	24.83	1.56	101068	2697937	39733	34958	21838	15202	23	27	47	59
r103-il_bin.0047	6	6	6	4	4	3	3032120	3032120	3032120	3013446	3013446	2971385	6	1278625	3032120	2985615	51.59	51.64	867669	867669	825091	825091	2	2	3	3	2	1	1278625	2	0	2 + 1 part	54384	99.489	1.002	0.00	4.38	5.29	867202	2977269	825091	825091	777626	777626	2	2	3	3
r103_bin.0017	8	8	7	5	4	3	3047214	3047214	3043855	3025173	3013650	2971585	8	1278693	3047214	2985615	51.59	51.64	867742	867742	825150	825150	2	2	3	3	2	1	1278693	2	0	4 + 1 part	69269	99.489	1.003	0.00	11.75	25.59	867275	2977478	825150	825150	777665	777665	2	2	3	3
r104-il_bin.0002	26	26	26	24	21	16	2844405	2844405	2844405	2829310	2791888	2624150	26	455295	2844405	2985615	51.64	51.64	172086	156743	111238	102680	5	6	11	12	2	2	168582	0	0	0 + 4 part	11850	94.435	1.005	0.00	5.85	2.38	452703	2828851	172086	156743	102680	93649	5	6	11	12
r104_bin.0037	27	27	26	24	21	16	2848976	2848976	2844374	2829280	2791857	2624122	27	455275	2848976	2985615	51.65	51.64	172084	156734	111261	102676	5	6	11	12	2	2	168610	0	0	0 + 4 part	11866	94.589	1.005	0.00	12.82	13.10	452683	2833406	172084	156734	102676	93652	5	6	11	12
r9-il_bin.0045	8	8	6	5	4	2	3063783	3063783	3058077	3048664	3038113	2968647	8	1687540	3063783	2985615	51.66	51.64	1687540	1687540	1281107	1281107	1	1	2	2	0	0	0	1	0	6 + 0 part	95136	99.411	1.000	0.00	5.42	2.46	1687023	2968130	1687023	1687023	1281107	1281107	1	1	2	2
r9_bin.0048	9	9	7	6	4	2	3077927	3077927	3072218	3062805	3037903	2968445	9	1687392	3077927	2985615	51.66	51.64	1687392	1687392	1281053	1281053	1	1	2	2	0	0	0	1	0	7 + 0 part	109482	99.412	1.000	0.00	8.63	12.90	1686911	2967964	1686911	1686911	1281053	1281053	1	1	2	2
ilmn_bin.0087	557	557	78	9	1	0	1668629	1668629	582716	133480	33304	0	557	33304	1668629	1795249	47.38	47.07	3866	3537	2203	1940	136	153	281	327	11	11	39233	2	2	102 + 19 part	252045	77.917	1.013	0.00	352.87	46.61	33304	1413300	3276	2968	1620	1186	145	165	325	393
r103-il_bin.0009	56	56	55	45	29	12	1923033	1923033	1919048	1837107	1585282	968139	56	152067	1923033	1795249	46.79	47.07	52515	52747	29153	36484	12	11	24	21	38	18	921075	14	3	4 + 36 part	365578	85.773	1.011	0.00	672.28	106.50	104401	1556552	28651	29765	7313	9557	20	18	56	45
r103_bin.0084	61	61	58	45	28	12	1933492	1933492	1922460	1817459	1554845	968826	61	152158	1933492	1795249	46.85	47.07	52669	52775	28410	36196	12	11	25	21	36	17	881330	13	3	8 + 36 part	389577	84.954	1.012	0.00	759.99	237.09	104265	1543013	28577	29778	6295	9408	20	18	60	47
r104-il_bin.0086	122	122	89	63	15	3	1712013	1712013	1604737	1405075	656467	223697	122	90148	1712013	1795249	47.34	47.07	19100	18665	12241	10734	25	27	52	58	21	15	381539	6	1	13 + 39 part	334606	75.299	1.019	0.76	545.79	70.35	48970	1374435	13575	13106	3844	2158	38	41	91	112
r104_bin.0105	110	110	87	61	13	2	1557970	1557970	1481517	1280272	534515	133565	110	75016	1557970	1795249	47.66	47.07	18668	16829	11790	9437	25	32	51	68	20	14	375478	3	1	11 + 32 part	262369	70.993	1.017	0.00	678.07	139.19	48971	1293363	13894	11461	4907	-	34	44	76	-
r9-il_bin.0092	13	13	13	10	9	7	2022004	2022004	2022004	1997088	1985109	1907184	13	412511	2022004	1795249	46.55	47.07	365393	365393	210981	244981	3	3	5	4	60	6	1662203	10	1	1 + 11 part	289844	94.003	1.026	0.64	605.18	88.53	231959	1732128	62519	88525	18525	40528	8	7	21	15
r9_bin.0169	28	28	22	18	12	7	2213760	2213760	2197540	2171013	2089388	1907057	28	412520	2213760	1795249	46.66	47.07	365374	365374	175180	244964	3	3	6	4	58	6	1662093	10	1	10 + 14 part	444979	95.800	1.028	0.00	542.55	125.59	231937	1768591	53952	88522	7161	40519	10	7	33	15
r103-il_bin.0086	86	86	78	67	30	10	2202065	2202065	2170552	2086856	1453775	770505	86	94710	2202065	2599790	52.04	52.05	35516	29319	21829	14026	19	25	39	56	11	11	436154	4	0	3 + 31 part	342874	71.183	1.005	0.64	114.94	90.94	94710	1857831	23438	18776	10830	-	27	36	60	-
r103_bin.0034	85	85	78	67	30	10	2201304	2201304	2173194	2089354	1455540	771363	85	94860	2201304	2599790	52.02	52.05	35565	29366	21854	14033	19	25	39	56	11	11	436728	4	0	4 + 31 part	346905	70.910	1.006	0.00	321.51	312.45	94860	1853037	23446	18782	10835	-	27	36	60	-
r9-il_bin.0042	5	5	5	5	5	5	2866732	2866732	2866732	2866732	2866732	2866732	5	1246492	2866732	2599790	52.12	52.05	962758	962758	962758	962758	2	2	2	2	24	4	2782659	2	0	0 + 4 part	277684	99.298	1.003	1.08	124.77	69.61	309590	2589048	141822	147958	69148	84073	8	7	15	12
r9_bin.0136	57	57	44	29	14	8	3731731	3731731	3696538	3585705	3322250	3148073	57	1246359	3731731	2599790	51.73	52.05	962696	962696	126589	962696	2	2	5	2	23	4	2782416	1	0	52 + 4 part	1142656	99.307	1.003	0.00	82.46	86.92	309554	2589075	88690	163674	-	84065	11	6	-	12
r9-il_bin.0063	8	8	8	8	6	5	731124	731124	731124	731124	691851	656855	8	205266	731124	762446	30.92	30.86	161193	142656	74594	74594	2	3	4	4	8	5	486585	4	0	0 + 6 part	18891	92.602	1.009	6.98	211.60	145.03	204167	712180	72317	72317	61044	59753	4	4	6	7
r9_bin.0156	8	8	8	8	6	5	731285	731285	731285	731285	691970	656983	8	205409	731285	762446	30.89	30.86	161162	142657	74621	74621	2	3	4	4	8	5	486561	4	0	0 + 5 part	17792	92.710	1.009	0.00	248.42	289.45	205176	713207	72275	72275	61017	59760	4	4	6	7
r103-il_bin.0027	8	8	8	5	5	2	579833	579833	579833	558490	558490	434539	8	318195	579833	541632	32.16	31.97	318195	318195	49300	116344	1	1	3	2	12	4	398428	34	0	1 + 7 part	76965	92.056	1.009	0.00	814.07	103.49	135199	502868	47646	47646	16208	22123	3	3	9	7
r103_bin.0054	8	8	8	5	5	2	580741	580741	580741	559316	559316	435068	8	318744	580741	541632	32.16	31.97	318744	318744	49462	116324	1	1	3	2	11	3	393530	31	1	1 + 7 part	87502	90.670	1.004	0.00	863.57	242.52	133363	493239	47710	47710	14968	22108	3	3	9	7
r104-il_bin.0008	9	9	8	8	5	4	549156	549156	545554	545554	503423	458398	9	212914	549156	541632	32.52	31.97	91542	91542	65677	65677	2	2	4	4	8	4	411881	22	0	0 + 6 part	56463	90.561	1.004	0.00	724.96	90.93	120204	492655	51173	51173	16141	19345	4	4	9	8
r104_bin.0062	9	9	8	7	5	4	544328	544328	540731	535292	503371	458384	9	212952	544328	541632	32.44	31.97	91384	91384	65749	65749	2	2	4	4	8	4	411987	21	0	1 + 6 part	62658	88.550	1.004	0.00	773.75	173.26	120189	481632	51298	51298	19375	19375	4	4	8	8
r9-il_bin.0114	11	11	6	1	1	1	612317	612317	596049	561470	561470	561470	11	561470	612317	541632	31.94	31.97	561470	561470	561470	561470	1	1	1	1	14	1	561470	22	0	10 + 1 part	102258	94.172	1.000	0.00	702.07	83.52	132777	510059	76226	76226	14958	16052	3	3	10	7
r9_bin.0101	13	13	7	2	1	1	637590	637590	617896	583322	561936	561936	13	561936	637590	541632	31.74	31.97	561936	561936	561936	561936	1	1	1	1	14	1	561936	21	0	12 + 1 part	127143	94.165	1.001	0.00	522.52	116.66	132915	510447	76188	76188	13867	16236	3	3	11	7
r9-il_bin.0179	4	4	4	4	4	4	507851	507851	507851	507851	507851	507851	4	195254	507851	516894	31.00	31.05	169754	169754	71590	71590	2	2	3	3	6	2	365008	2	0	0 + 2 part	55641	86.473	1.012	2.95	1090.22	129.31	113627	451745	71125	55542	24765	24765	3	4	7	7
r9_bin.0061	4	4	4	4	4	4	508064	508064	508064	508064	508064	508064	4	195333	508064	516894	30.98	31.05	169864	169864	71613	71613	2	2	3	3	6	2	365197	2	0	0 + 2 part	55843	86.448	1.012	0.00	1069.05	217.30	113684	451755	71147	55609	24609	24609	3	4	7	7
r9-il_bin.0191	12	12	11	11	7	5	1881424	1881424	1878914	1878914	1821295	1761503	12	628915	1881424	1852291	35.18	35.58	416425	416425	370853	370853	2	2	3	3	3	2	787278	4	0	5 + 4 part	88852	96.733	1.000	4.41	348.93	77.13	628568	1791960	402400	402400	162977	162977	2	2	4	4
r9_bin.0113	7	7	7	7	7	5	1821654	1821654	1821654	1821654	1821654	1761849	7	628945	1821654	1852291	35.20	35.58	416450	416450	371059	371059	2	2	3	3	3	2	787509	4	0	0 + 4 part	28820	96.740	1.001	0.00	331.55	185.28	628776	1792400	402403	402403	163037	163037	2	2	4	4
ilmn_bin.0072	140	140	99	74	35	11	2527976	2527976	2401659	2222603	1554584	713648	140	91332	2527976	2796537	49.16	48.58	32809	27754	18094	13503	25	30	51	64	10	10	313858	3	0	4 + 5 part	15819	89.464	1.004	0.00	100.24	6.56	91279	2509679	28701	26719	17889	13040	27	32	55	68
r103-il_bin.0034	12	12	8	6	4	4	2645429	2645429	2633781	2616907	2584665	2584665	12	1584711	2645429	2796537	48.87	48.58	1584711	1584711	865068	865068	1	1	2	2	19	2	2449779	10	0	1 + 3 part	16169	93.531	1.005	0.49	119.21	13.11	377532	2629244	310173	310173	104866	103456	4	4	9	10
r103_bin.0059	11	11	8	6	4	4	2640002	2640002	2633303	2616432	2584192	2584192	11	1584232	2640002	2796537	48.89	48.58	1584232	1584232	865088	865088	1	1	2	2	19	2	2449320	11	0	0 + 3 part	11216	93.536	1.005	0.00	147.30	40.79	377236	2628770	310165	310165	105069	103455	4	4	9	10
r104-il_bin.0052	17	17	10	8	6	5	2758776	2758776	2743453	2725548	2690512	2650855	17	1766636	2758776	2796537	48.81	48.58	1766636	1766636	496753	496753	1	1	2	2	25	3	2421142	5	0	5 + 2 part	158545	92.754	1.002	0.00	113.42	10.10	366206	2598199	159232	159232	107210	82975	6	6	11	12
r104_bin.0034	17	17	10	7	5	5	2726315	2726315	2711418	2686331	2651300	2651300	17	1766894	2726315	2796537	48.56	48.58	1766894	1766894	496732	496732	1	1	2	2	26	4	2596792	5	0	5 + 2 part	118963	93.053	1.002	0.00	140.80	24.98	366273	2606702	159045	159045	107208	82976	6	6	11	12
r9-il_bin.0148	8	8	6	4	3	3	2630753	2630753	2625684	2608581	2590210	2590210	8	1972057	2630753	2796537	48.91	48.58	1972057	1972057	528982	528982	1	1	2	2	17	2	2501039	3	0	0 + 1 part	21813	93.263	1.000	0.00	108.47	10.01	480093	2608204	202731	200206	107251	105560	4	5	8	9
r9_bin.0203	8	8	6	4	3	3	2631121	2631121	2626044	2608937	2590568	2590568	8	1972309	2631121	2796537	48.89	48.58	1972309	1972309	529085	529085	1	1	2	2	17	2	2501394	4	0	0 + 1 part	21788	93.265	1.000	0.00	127.37	30.21	480141	2608597	202746	200270	107247	105567	4	5	8	9
r104-il_bin.0005	77	77	66	52	27	10	1897426	1897426	1859662	1757524	1374015	732834	77	93659	1897426	2127478	32.57	32.35	43885	39071	21321	15006	15	18	30	39	14	9	312242	8	0	1 + 17 part	53836	85.926	1.008	0.53	212.36	62.91	87666	1841389	38771	30715	16998	11005	17	20	35	47
r104_bin.0083	74	74	66	53	28	11	1945015	1945015	1915077	1818896	1435511	794562	74	93641	1945015	2127478	32.80	32.35	46804	43634	23365	17723	15	17	29	36	14	10	374179	6	0	0 + 19 part	71224	87.432	1.007	0.00	291.27	219.50	86910	1871933	38715	33332	17616	12317	18	20	35	45
r9-il_bin.0142	3	3	3	2	1	1	2114848	2114848	2114848	2107633	2087948	2087948	3	2087948	2114848	2127478	32.35	32.35	2087948	2087948	2087948	2087948	1	1	1	1	10	1	2087948	6	0	0 + 2 part	17699	98.489	1.001	0.47	141.31	46.48	624986	2096725	579335	579335	131868	131868	2	2	5	5
r9_bin.0042	3	3	3	2	1	1	2115007	2115007	2115007	2107778	2088097	2088097	3	2088097	2115007	2127478	32.32	32.35	2088097	2088097	2088097	2088097	1	1	1	1	10	1	2088097	5	0	0 + 2 part	17789	98.493	1.001	0.00	102.84	161.30	624984	2096794	579353	579353	131863	131863	2	2	5	5
ilmn_bin.0035	175	175	75	56	32	17	2935943	2935943	2715333	2584756	2204883	1656241	175	228857	2935943	3098295	63.47	63.20	62019	57764	26585	20875	14	15	32	38	6	6	379516	2	0	49 + 7 part	152054	89.456	1.004	0.00	16.20	0.61	213226	2780832	56125	52492	23471	18703	15	16	34	40
r103-il_bin.0024	9	9	8	7	4	3	2464436	2464436	2459714	2454678	2405449	2369621	9	1922103	2464436	3098295	62.82	63.20	1922103	1922103	1922103	74381	1	1	1	3	21	4	2350058	4	0	2 + 3 part	118084	75.237	1.007	0.04	24.80	5.92	756291	2346352	335552	249164	192114	12876	3	4	5	16
r103_bin.0114	10	10	10	9	5	4	3305558	3305558	3305558	3300524	3237798	3201967	10	1922179	3305558	3098295	61.63	63.20	1922179	1922179	832137	832137	1	1	2	2	22	5	3182361	6	0	2 + 4 part	302884	96.325	1.006	0.00	31.90	13.50	756193	3002674	374823	374823	192097	192097	3	3	6	6
r104-il_bin.0043	11	11	9	8	7	6	2983320	2983320	2979553	2973270	2960105	2923732	11	1406354	2983320	3098295	63.34	63.20	651532	651532	605137	605137	2	2	3	3	11	4	2796919	3	0	4 + 2 part	44061	94.817	1.001	0.00	17.56	2.62	730304	2939101	335498	335498	192115	170524	4	4	6	7
r104_bin.0039	11	11	9	8	7	6	2983355	2983355	2979589	2973306	2960147	2923777	11	1406348	2983355	3098295	63.34	63.20	651516	651516	605136	605136	2	2	3	3	11	4	2796922	3	0	4 + 2 part	44090	94.817	1.001	0.00	19.74	3.64	730301	2939107	335514	335514	192112	170521	4	4	6	7
r9-il_bin.0077	10	10	9	8	7	6	3093312	3093312	3092165	3087131	3069810	3034032	10	799124	3093312	3098295	62.89	63.20	520847	520847	482645	482645	3	3	4	4	19	6	2270686	3	0	2 + 5 part	134858	95.227	1.003	0.00	11.56	1.93	792192	2958454	335472	335472	205787	205787	4	4	6	6
r9_bin.0141	10	10	9	8	7	6	3093241	3093241	3092094	3087060	3069742	3033959	10	799106	3093241	3098295	62.89	63.20	520854	520854	482637	482637	3	3	4	4	19	6	2270636	3	0	2 + 5 part	134803	95.232	1.003	0.00	10.64	9.05	792172	2958438	335353	335353	205792	205792	4	4	6	6
r103-il_bin.0035	58	58	57	49	24	6	1554466	1554466	1551445	1492087	1050037	388214	58	101646	1554466	1681252	38.33	38.35	39588	31438	21430	19212	15	17	30	34	19	15	696828	16	3	5 + 32 part	394245	68.183	1.012	0.51	993.35	144.29	49437	1159774	17323	16745	-	27	31	-
r103_bin.0066	59	59	58	50	25	7	1627207	1627207	1624196	1564849	1122175	459777	59	101669	1627207	1681252	38.57	38.35	41665	39693	21525	20710	15	16	30	32	18	14	685981	15	4	6 + 32 part	480972	67.411	1.011	0.00	1029.07	335.29	49462	1145825	16959	16743	-	29	31	-
r104-il_bin.0037	109	109	94	61	20	8	1956758	1956758	1897926	1647184	994042	526630	109	83975	1956758	1681252	38.39	38.35	27610	35271	13212	19259	20	16	46	33	31	24	837869	16	6	18 + 48 part	639071	76.589	1.023	0.82	1029.70	92.11	51401	1319478	8963	11890	3424	56	42	102
r104_bin.0004	130	130	112	71	22	8	2205166	2205166	2136825	1822945	1053379	526398	130	83955	2205166	1681252	38.73	38.35	22580	35270	12818	20081	25	16	57	32	30	23	824777	16	7	38 + 51 part	878846	77.137	1.023	0.00	1079.53	189.77	51368	1328253	7520	11466	3777	71	42	100
r9-il_bin.0065	16	16	14	14	11	9	2210993	2210993	2201588	2201588	2154596	2074454	16	447519	2210993	1681252	38.18	38.35	293485	293485	203702	220963	3	3	6	4	47	9	1914955	24	2	1 + 13 part	697902	89.445	1.006	2.53	950.73	108.59	74600	1513091	32401	45662	25057	22	15	27
r9_bin.0098	14	14	13	13	11	9	2183427	2183427	2178896	2178896	2154718	2074367	14	447292	2183427	1681252	38.16	38.35	293596	293596	203717	220890	3	3	6	4	46	9	1914737	21	2	0 + 12 part	677223	89.068	1.006	0.00	719.62	160.41	74578	1506193	34579	43976	23295	21	15	27
ilmn_bin.0052	552	552	219	44	0	0	2920492	2920492	1768794	579757	0	0	552	23549	2920492	4223183	60.09	60.55	5906	4072	3853	-	163	296	316	-	30	29	175941	24	2	39 + 38 part	344834	60.587	1.007	0.00	290.03	50.34	23549	2568322	5052	3317	3149	-	182	344	369	-
r104-il_bin.0012	162	162	148	114	59	21	4257862	4257862	4202538	3948173	3096719	1743808	162	204080	4257862	4223183	60.07	60.55	41702	44513	22586	23462	30	29	64	62	92	50	2384954	66	6	10 + 71 part	613937	84.436	1.022	0.56	436.83	77.01	97668	3642055	23462	23656	8456	8851	55	54	131	128
r104_bin.0102	136	136	134	110	59	21	4086881	4086881	4079868	3895025	3097334	1744074	136	204186	4086881	4223183	60.06	60.55	45144	44494	25751	23463	28	29	58	62	85	46	2354095	61	4	6 + 60 part	562745	81.867	1.019	0.00	475.33	126.17	97905	3522529	23930	23463	9458	8459	51	54	118	129
r9-il_bin.0129	13	13	13	13	13	13	4340061	4340061	4340061	4340061	4340061	4340061	13	637677	4340061	4223183	60.36	60.55	504930	504930	293499	293499	4	4	7	7	117	13	4340061	80	0	0 + 13 part	537808	89.386	1.007	0.74	395.98	76.90	143559	3802253	52875	57313	28888	30738	27	25	53	50
r9_bin.0020	57	57	45	31	23	14	5055476	5055476	5017546	4914388	4797046	4488877	57	637650	5055476	4223183	60.37	60.55	378052	505071	183797	293769	5	4	10	7	130	18	4579418	80	1	32 + 23 part	1057018	93.070	1.017	0.00	370.10	110.55	143553	3998079	46663	57856	10223	31884	33	25	82	49
